longitude,latitude,aver_price,latlon
113.391458,23.131087,233.3,"113.391458,23.131087"
113.391458,23.131087,233.3,"113.391458,23.131087"
113.396834,23.132299,166.7,"113.396834,23.132299"
113.386701,23.133911,46.7,"113.386701,23.133911"
113.392442,23.128473,200.0,"113.392442,23.128473"
113.393936,23.137025,45.0,"113.393936,23.137025"
113.392763,23.14374,33.3,"113.392763,23.14374"
113.389792,23.139556,80.0,"113.389792,23.139556"
113.398136,23.132471,140.0,"113.398136,23.132471"
113.389792,23.139556,106.7,"113.389792,23.139556"
113.391325,23.136725,53.3,"113.391325,23.136725"
113.389941,23.134996,19.3,"113.389941,23.134996"
113.389941,23.134996,34.7,"113.389941,23.134996"
113.389941,23.134996,23.3,"113.389941,23.134996"
113.392485,23.133802,43.0,"113.392485,23.133802"
113.389792,23.139556,80.0,"113.389792,23.139556"
113.382623,23.130775,83.3,"113.382623,23.130775"
113.392442,23.128473,153.3,"113.392442,23.128473"
113.397799,23.133817,166.7,"113.397799,23.133817"
113.392442,23.128473,250.0,"113.392442,23.128473"
113.389792,23.139556,100.0,"113.389792,23.139556"
113.384147,23.136234,76.7,"113.384147,23.136234"
113.384147,23.136234,62.7,"113.384147,23.136234"
113.384147,23.136234,80.0,"113.384147,23.136234"
113.384147,23.136234,93.3,"113.384147,23.136234"
113.396151,23.134915,57.0,"113.396151,23.134915"
113.392442,23.128473,183.3,"113.392442,23.128473"
113.396017,23.136764,56.7,"113.396017,23.136764"
113.393733,23.136607,31.7,"113.393733,23.136607"
113.392267,23.133453,55.0,"113.392267,23.133453"
113.393678,23.136963,60.0,"113.393678,23.136963"
113.396834,23.132299,160.0,"113.396834,23.132299"
113.395026,23.133937,66.7,"113.395026,23.133937"
113.395026,23.133937,70.0,"113.395026,23.133937"
113.397799,23.133817,130.0,"113.397799,23.133817"
113.380412,23.141911,56.7,"113.380412,23.141911"
113.394862,23.133368,30.0,"113.394862,23.133368"
113.394088,23.134019,49.7,"113.394088,23.134019"
113.393531,23.135745,32.7,"113.393531,23.135745"
113.386116,23.131405,36.7,"113.386116,23.131405"
113.386116,23.131405,50.0,"113.386116,23.131405"
113.396834,23.132299,150.0,"113.396834,23.132299"
113.386319,23.133575,40.0,"113.386319,23.133575"
113.386319,23.133575,33.3,"113.386319,23.133575"
113.396151,23.134915,62.0,"113.396151,23.134915"
113.396151,23.134915,45.0,"113.396151,23.134915"
113.392442,23.128473,183.3,"113.392442,23.128473"
113.396834,23.132299,160.0,"113.396834,23.132299"
113.392442,23.128473,200.0,"113.392442,23.128473"
113.388613,23.133789,28.3,"113.388613,23.133789"
113.398451,23.13493,133.3,"113.398451,23.13493"
113.392442,23.128473,216.7,"113.392442,23.128473"
113.392442,23.128473,160.0,"113.392442,23.128473"
113.398136,23.132471,140.0,"113.398136,23.132471"
113.392442,23.128473,150.0,"113.392442,23.128473"
113.390205,23.135803,30.0,"113.390205,23.135803"
113.388358,23.135818,85.0,"113.388358,23.135818"
113.392411,23.133458,46.7,"113.392411,23.133458"
113.393433,23.136505,33.3,"113.393433,23.136505"
113.392411,23.133458,46.7,"113.392411,23.133458"
113.39231,23.13248,50.0,"113.39231,23.13248"
113.39231,23.13248,40.0,"113.39231,23.13248"
113.39231,23.13248,55.8,"113.39231,23.13248"
113.392442,23.128473,226.7,"113.392442,23.128473"
113.388501,23.136847,36.7,"113.388501,23.136847"
113.395026,23.133937,56.7,"113.395026,23.133937"
113.389792,23.139556,100.0,"113.389792,23.139556"
113.389792,23.139556,100.0,"113.389792,23.139556"
113.389792,23.139556,93.3,"113.389792,23.139556"
113.392442,23.128473,150.0,"113.392442,23.128473"
113.393531,23.135745,42.7,"113.393531,23.135745"
113.394088,23.134019,28.3,"113.394088,23.134019"
113.395819,23.136205,28.3,"113.395819,23.136205"
113.393531,23.135745,21.7,"113.393531,23.135745"
113.389792,23.139556,100.0,"113.389792,23.139556"
113.392442,23.128473,193.3,"113.392442,23.128473"
113.389792,23.139556,100.0,"113.389792,23.139556"
113.389792,23.139556,110.0,"113.389792,23.139556"
113.389792,23.139556,100.0,"113.389792,23.139556"
113.398451,23.13493,150.0,"113.398451,23.13493"
113.388426,23.137338,106.7,"113.388426,23.137338"
113.389792,23.139556,100.0,"113.389792,23.139556"
113.385262,23.137258,70.0,"113.385262,23.137258"
113.392442,23.128473,226.7,"113.392442,23.128473"
113.391325,23.136725,29.2,"113.391325,23.136725"
113.391325,23.136725,26.7,"113.391325,23.136725"
113.391325,23.136725,21.7,"113.391325,23.136725"
113.397799,23.133817,116.7,"113.397799,23.133817"
113.392909,23.131661,40.0,"113.392909,23.131661"
113.384603,23.136621,176.7,"113.384603,23.136621"
113.392411,23.133458,50.0,"113.392411,23.133458"
113.389513,23.133134,46.7,"113.389513,23.133134"
113.393433,23.136505,23.3,"113.393433,23.136505"
113.389939,23.133053,53.3,"113.389939,23.133053"
113.39231,23.13248,78.3,"113.39231,23.13248"
113.39231,23.13248,65.8,"113.39231,23.13248"
113.398136,23.132471,140.0,"113.398136,23.132471"
113.392411,23.133458,55.0,"113.392411,23.133458"
113.392411,23.133458,46.7,"113.392411,23.133458"
113.392411,23.133458,43.3,"113.392411,23.133458"
113.392267,23.133453,63.3,"113.392267,23.133453"
113.396745,23.134833,140.0,"113.396745,23.134833"
113.395761,23.136222,41.7,"113.395761,23.136222"
113.380759,23.137369,69.3,"113.380759,23.137369"
113.389792,23.139556,86.7,"113.389792,23.139556"
113.386233,23.132498,116.7,"113.386233,23.132498"
113.388613,23.133789,25.0,"113.388613,23.133789"
113.391036,23.133413,80.0,"113.391036,23.133413"
113.398559,23.135988,93.3,"113.398559,23.135988"
113.398559,23.135988,106.7,"113.398559,23.135988"
113.384603,23.136621,133.3,"113.384603,23.136621"
113.398136,23.132471,116.7,"113.398136,23.132471"
113.397799,23.133817,150.0,"113.397799,23.133817"
113.392442,23.128473,40.0,"113.392442,23.128473"
113.38738,23.12994,150.0,"113.38738,23.12994"
113.392442,23.128473,36.7,"113.392442,23.128473"
113.392442,23.128473,36.7,"113.392442,23.128473"
113.389792,23.139556,93.3,"113.389792,23.139556"
113.389792,23.139556,116.7,"113.389792,23.139556"
113.398559,23.135988,86.7,"113.398559,23.135988"
113.392442,23.128473,33.3,"113.392442,23.128473"
113.384603,23.136621,150.0,"113.384603,23.136621"
113.392442,23.128473,36.7,"113.392442,23.128473"
113.392442,23.128473,220.0,"113.392442,23.128473"
113.392442,23.128473,250.0,"113.392442,23.128473"
113.388426,23.137338,126.7,"113.388426,23.137338"
113.389792,23.139556,130.0,"113.389792,23.139556"
113.392442,23.128473,40.0,"113.392442,23.128473"
113.396745,23.134833,160.0,"113.396745,23.134833"
113.397799,23.133817,166.7,"113.397799,23.133817"
113.389792,23.139556,133.3,"113.389792,23.139556"
113.396745,23.134833,143.3,"113.396745,23.134833"
113.389792,23.139556,86.7,"113.389792,23.139556"
113.389792,23.139556,83.3,"113.389792,23.139556"
113.392442,23.128473,183.3,"113.392442,23.128473"
113.389792,23.139556,70.0,"113.389792,23.139556"
113.397799,23.133817,26.7,"113.397799,23.133817"
