longitude,latitude,dist,latlon
116.404579,39.978491,朝阳,"116.404579,39.978491"
116.404579,39.978491,朝阳,"116.404579,39.978491"
116.402242,39.973402,朝阳,"116.402242,39.973402"
116.411554,39.971886,朝阳,"116.411554,39.971886"
116.404579,39.978491,朝阳,"116.404579,39.978491"
116.417395,39.981069,朝阳,"116.417395,39.981069"
116.402242,39.973402,朝阳,"116.402242,39.973402"
116.411554,39.971886,朝阳,"116.411554,39.971886"
116.404579,39.978491,朝阳,"116.404579,39.978491"
116.404579,39.978491,朝阳,"116.404579,39.978491"
116.41186,39.978148,朝阳,"116.41186,39.978148"
116.414899,39.979866,朝阳,"116.414899,39.979866"
116.402242,39.973402,朝阳,"116.402242,39.973402"
116.414432,39.977111,朝阳,"116.414432,39.977111"
116.402242,39.973402,朝阳,"116.402242,39.973402"
116.417395,39.981069,朝阳,"116.417395,39.981069"
116.41186,39.978148,朝阳,"116.41186,39.978148"
116.404579,39.978491,朝阳,"116.404579,39.978491"
116.404579,39.978491,朝阳,"116.404579,39.978491"
116.41545,39.97708,朝阳,"116.41545,39.97708"
116.402242,39.973402,朝阳,"116.402242,39.973402"
116.420803,39.969446,朝阳,"116.420803,39.969446"
116.423188,39.969902,朝阳,"116.423188,39.969902"
116.41186,39.978148,朝阳,"116.41186,39.978148"
116.411554,39.971886,朝阳,"116.411554,39.971886"
116.411554,39.971886,朝阳,"116.411554,39.971886"
116.4201,39.980691,朝阳,"116.4201,39.980691"
116.411554,39.971886,朝阳,"116.411554,39.971886"
116.417395,39.981069,朝阳,"116.417395,39.981069"
116.424289,39.970682,朝阳,"116.424289,39.970682"
116.402242,39.973402,朝阳,"116.402242,39.973402"
116.414549,39.97239,朝阳,"116.414549,39.97239"
116.417395,39.981069,朝阳,"116.417395,39.981069"
116.411554,39.971886,朝阳,"116.411554,39.971886"
116.402242,39.973402,朝阳,"116.402242,39.973402"
116.404579,39.978491,朝阳,"116.404579,39.978491"
116.411554,39.971886,朝阳,"116.411554,39.971886"
116.416748,39.979413,朝阳,"116.416748,39.979413"
116.412,39.968723,朝阳,"116.412,39.968723"
116.404579,39.978491,朝阳,"116.404579,39.978491"
116.421023,39.970891,朝阳,"116.421023,39.970891"
116.417993,39.970747,朝阳,"116.417993,39.970747"
116.415189,39.975856,朝阳,"116.415189,39.975856"
116.42013,39.969341,朝阳,"116.42013,39.969341"
116.402242,39.973402,朝阳,"116.402242,39.973402"
116.4201,39.980691,朝阳,"116.4201,39.980691"
116.417395,39.981069,朝阳,"116.417395,39.981069"
116.411554,39.971886,朝阳,"116.411554,39.971886"
116.41186,39.978148,朝阳,"116.41186,39.978148"
116.411554,39.971886,朝阳,"116.411554,39.971886"
116.41186,39.978148,朝阳,"116.41186,39.978148"
116.417993,39.970747,朝阳,"116.417993,39.970747"
116.402242,39.973402,朝阳,"116.402242,39.973402"
116.411554,39.971886,朝阳,"116.411554,39.971886"
116.411554,39.971886,朝阳,"116.411554,39.971886"
116.416542,39.978153,朝阳,"116.416542,39.978153"
116.402242,39.973402,朝阳,"116.402242,39.973402"
116.411554,39.971886,朝阳,"116.411554,39.971886"
116.41186,39.978148,朝阳,"116.41186,39.978148"
116.414432,39.977111,朝阳,"116.414432,39.977111"
116.402242,39.973402,朝阳,"116.402242,39.973402"
116.442322,39.922354,朝阳,"116.442322,39.922354"
116.447036,39.925147,朝阳,"116.447036,39.925147"
116.448071,39.927608,朝阳,"116.448071,39.927608"
116.446747,39.934384,朝阳,"116.446747,39.934384"
116.44386,39.939176,朝阳,"116.44386,39.939176"
116.456398,39.923681,朝阳,"116.456398,39.923681"
116.448438,39.926391,朝阳,"116.448438,39.926391"
116.445381,39.92346,朝阳,"116.445381,39.92346"
116.44957,39.926007,朝阳,"116.44957,39.926007"
116.445284,39.925343,朝阳,"116.445284,39.925343"
116.444356,39.932936,朝阳,"116.444356,39.932936"
116.445095,39.936071,朝阳,"116.445095,39.936071"
116.443381,39.926366,朝阳,"116.443381,39.926366"
116.44957,39.926007,朝阳,"116.44957,39.926007"
116.448438,39.926391,朝阳,"116.448438,39.926391"
116.444356,39.932936,朝阳,"116.444356,39.932936"
116.451019,39.927669,朝阳,"116.451019,39.927669"
116.44957,39.926007,朝阳,"116.44957,39.926007"
116.446747,39.934384,朝阳,"116.446747,39.934384"
116.448662,39.928595,朝阳,"116.448662,39.928595"
116.4495,39.931415,朝阳,"116.4495,39.931415"
116.445284,39.925343,朝阳,"116.445284,39.925343"
116.453017,39.924463,朝阳,"116.453017,39.924463"
116.445381,39.92346,朝阳,"116.445381,39.92346"
116.445445,39.93257,朝阳,"116.445445,39.93257"
116.44957,39.926007,朝阳,"116.44957,39.926007"
116.453322,39.925733,朝阳,"116.453322,39.925733"
116.444278,39.938213,朝阳,"116.444278,39.938213"
116.448662,39.928595,朝阳,"116.448662,39.928595"
116.45328,39.925116,朝阳,"116.45328,39.925116"
116.456398,39.923681,朝阳,"116.456398,39.923681"
116.453322,39.925733,朝阳,"116.453322,39.925733"
116.455822,39.922941,朝阳,"116.455822,39.922941"
116.453322,39.925733,朝阳,"116.453322,39.925733"
116.456398,39.923681,朝阳,"116.456398,39.923681"
116.445284,39.925343,朝阳,"116.445284,39.925343"
116.445445,39.93257,朝阳,"116.445445,39.93257"
116.456398,39.923681,朝阳,"116.456398,39.923681"
116.44957,39.926007,朝阳,"116.44957,39.926007"
116.446747,39.934384,朝阳,"116.446747,39.934384"
116.444943,39.926894,朝阳,"116.444943,39.926894"
116.456398,39.923681,朝阳,"116.456398,39.923681"
116.445284,39.925343,朝阳,"116.445284,39.925343"
116.445284,39.925343,朝阳,"116.445284,39.925343"
116.444943,39.926894,朝阳,"116.444943,39.926894"
116.445284,39.925343,朝阳,"116.445284,39.925343"
116.456398,39.923681,朝阳,"116.456398,39.923681"
116.456398,39.923681,朝阳,"116.456398,39.923681"
116.4495,39.931415,朝阳,"116.4495,39.931415"
116.442322,39.922354,朝阳,"116.442322,39.922354"
116.448438,39.926391,朝阳,"116.448438,39.926391"
116.455796,39.926346,朝阳,"116.455796,39.926346"
116.443161,39.92371,朝阳,"116.443161,39.92371"
116.448662,39.928595,朝阳,"116.448662,39.928595"
116.451019,39.927669,朝阳,"116.451019,39.927669"
116.444356,39.932936,朝阳,"116.444356,39.932936"
116.448071,39.927608,朝阳,"116.448071,39.927608"
116.44386,39.939176,朝阳,"116.44386,39.939176"
116.443381,39.926366,朝阳,"116.443381,39.926366"
116.444943,39.926894,朝阳,"116.444943,39.926894"
116.453322,39.925733,朝阳,"116.453322,39.925733"
116.444278,39.938213,朝阳,"116.444278,39.938213"
116.445381,39.92346,朝阳,"116.445381,39.92346"
116.444356,39.932936,朝阳,"116.444356,39.932936"
116.443161,39.92371,朝阳,"116.443161,39.92371"
116.456398,39.923681,朝阳,"116.456398,39.923681"
116.44957,39.926007,朝阳,"116.44957,39.926007"
116.45328,39.925116,朝阳,"116.45328,39.925116"
116.448071,39.927608,朝阳,"116.448071,39.927608"
116.448662,39.928595,朝阳,"116.448662,39.928595"
116.444157,39.935985,朝阳,"116.444157,39.935985"
116.445445,39.93257,朝阳,"116.445445,39.93257"
116.441877,39.934012,朝阳,"116.441877,39.934012"
116.444356,39.932936,朝阳,"116.444356,39.932936"
116.445284,39.925343,朝阳,"116.445284,39.925343"
116.44957,39.926007,朝阳,"116.44957,39.926007"
116.442308,39.934005,朝阳,"116.442308,39.934005"
116.443161,39.92371,朝阳,"116.443161,39.92371"
116.442308,39.934005,朝阳,"116.442308,39.934005"
116.445445,39.93257,朝阳,"116.445445,39.93257"
116.443161,39.92371,朝阳,"116.443161,39.92371"
116.44957,39.926007,朝阳,"116.44957,39.926007"
116.435132,39.92546,东城,"116.435132,39.92546"
116.436201,39.926105,东城,"116.436201,39.926105"
116.435132,39.92546,东城,"116.435132,39.92546"
116.437956,39.926419,东城,"116.437956,39.926419"
116.435822,39.933006,东城,"116.435822,39.933006"
116.433451,39.923705,东城,"116.433451,39.923705"
116.435822,39.933006,东城,"116.435822,39.933006"
116.432934,39.933528,东城,"116.432934,39.933528"
116.436546,39.923255,东城,"116.436546,39.923255"
116.435845,39.922998,东城,"116.435845,39.922998"
116.433451,39.923705,东城,"116.433451,39.923705"
116.435758,39.930641,东城,"116.435758,39.930641"
116.437956,39.926419,东城,"116.437956,39.926419"
116.436797,39.924023,东城,"116.436797,39.924023"
116.435128,39.927784,东城,"116.435128,39.927784"
116.437847,39.933684,东城,"116.437847,39.933684"
116.437956,39.926419,东城,"116.437956,39.926419"
116.437956,39.926419,东城,"116.437956,39.926419"
116.437599,39.930061,东城,"116.437599,39.930061"
116.435822,39.933006,东城,"116.435822,39.933006"
116.436403,39.931929,东城,"116.436403,39.931929"
116.43385,39.929994,东城,"116.43385,39.929994"
116.437847,39.933684,东城,"116.437847,39.933684"
116.435822,39.933006,东城,"116.435822,39.933006"
116.437847,39.933684,东城,"116.437847,39.933684"
116.435822,39.933006,东城,"116.435822,39.933006"
116.435128,39.927784,东城,"116.435128,39.927784"
116.435822,39.933006,东城,"116.435822,39.933006"
116.437847,39.933684,东城,"116.437847,39.933684"
116.437847,39.933684,东城,"116.437847,39.933684"
116.435845,39.922998,东城,"116.435845,39.922998"
116.438146,39.928077,东城,"116.438146,39.928077"
116.437847,39.933684,东城,"116.437847,39.933684"
116.438146,39.928077,东城,"116.438146,39.928077"
116.434254,39.935275,东城,"116.434254,39.935275"
116.433451,39.923705,东城,"116.433451,39.923705"
116.434144,39.928568,东城,"116.434144,39.928568"
116.437599,39.930061,东城,"116.437599,39.930061"
116.435937,39.931833,东城,"116.435937,39.931833"
116.434583,39.931714,东城,"116.434583,39.931714"
116.437847,39.933684,东城,"116.437847,39.933684"
116.437599,39.930061,东城,"116.437599,39.930061"
116.433451,39.923705,东城,"116.433451,39.923705"
116.434237,39.933725,东城,"116.434237,39.933725"
116.435758,39.930641,东城,"116.435758,39.930641"
116.438146,39.928077,东城,"116.438146,39.928077"
116.438146,39.928077,东城,"116.438146,39.928077"
116.434583,39.931714,东城,"116.434583,39.931714"
116.43385,39.929994,东城,"116.43385,39.929994"
116.432142,39.902354,西城,"116.432142,39.902354"
116.431111,39.892729,西城,"116.431111,39.892729"
116.436539,39.891265,西城,"116.436539,39.891265"
116.432142,39.902354,西城,"116.432142,39.902354"
116.428467,39.902511,西城,"116.428467,39.902511"
116.429768,39.898926,西城,"116.429768,39.898926"
116.432142,39.902354,西城,"116.432142,39.902354"
116.423295,39.902249,西城,"116.423295,39.902249"
116.421081,39.904828,西城,"116.421081,39.904828"
116.432142,39.902354,西城,"116.432142,39.902354"
116.420099,39.901616,西城,"116.420099,39.901616"
116.428467,39.902511,西城,"116.428467,39.902511"
116.428467,39.902511,西城,"116.428467,39.902511"
116.429352,39.904538,西城,"116.429352,39.904538"
116.432142,39.902354,西城,"116.432142,39.902354"
116.432142,39.902354,西城,"116.432142,39.902354"
116.429352,39.904538,西城,"116.429352,39.904538"
116.429768,39.898926,西城,"116.429768,39.898926"
116.429768,39.898926,西城,"116.429768,39.898926"
116.423295,39.902249,西城,"116.423295,39.902249"
116.420099,39.901616,西城,"116.420099,39.901616"
116.429352,39.904538,西城,"116.429352,39.904538"
116.43164,39.904426,西城,"116.43164,39.904426"
116.41952,39.903296,西城,"116.41952,39.903296"
116.429768,39.898926,西城,"116.429768,39.898926"
116.420099,39.901616,西城,"116.420099,39.901616"
116.429768,39.898926,西城,"116.429768,39.898926"
116.421081,39.904828,西城,"116.421081,39.904828"
116.412489,39.906815,西城,"116.412489,39.906815"
116.429352,39.904538,西城,"116.429352,39.904538"
116.428467,39.902511,西城,"116.428467,39.902511"
116.421081,39.904828,西城,"116.421081,39.904828"
116.423295,39.902249,西城,"116.423295,39.902249"
116.414116,39.899158,西城,"116.414116,39.899158"
116.414116,39.899158,西城,"116.414116,39.899158"
116.420099,39.901616,西城,"116.420099,39.901616"
116.428467,39.902511,西城,"116.428467,39.902511"
116.414116,39.899158,西城,"116.414116,39.899158"
116.414116,39.899158,西城,"116.414116,39.899158"
116.414116,39.899158,西城,"116.414116,39.899158"
116.414116,39.899158,西城,"116.414116,39.899158"
116.414116,39.899158,西城,"116.414116,39.899158"
116.414116,39.899158,西城,"116.414116,39.899158"
116.429352,39.904538,西城,"116.429352,39.904538"
116.423295,39.902249,西城,"116.423295,39.902249"
116.425856,39.90406,西城,"116.425856,39.90406"
116.432142,39.902354,西城,"116.432142,39.902354"
116.423741,39.90101,西城,"116.423741,39.90101"
116.423295,39.902249,西城,"116.423295,39.902249"
116.428467,39.902511,西城,"116.428467,39.902511"
116.423295,39.902249,西城,"116.423295,39.902249"
116.423741,39.90101,西城,"116.423741,39.90101"
116.423295,39.902249,西城,"116.423295,39.902249"
116.429352,39.904538,西城,"116.429352,39.904538"
116.423295,39.902249,西城,"116.423295,39.902249"
116.432142,39.902354,西城,"116.432142,39.902354"
116.429908,39.893326,西城,"116.429908,39.893326"
116.429352,39.904538,西城,"116.429352,39.904538"
116.432142,39.902354,西城,"116.432142,39.902354"
116.423295,39.902249,西城,"116.423295,39.902249"
116.429352,39.904538,西城,"116.429352,39.904538"
116.429352,39.904538,西城,"116.429352,39.904538"
116.43164,39.904426,西城,"116.43164,39.904426"
116.423295,39.902249,西城,"116.423295,39.902249"
116.423696,39.904185,西城,"116.423696,39.904185"
116.403926,39.901229,西城,"116.403926,39.901229"
116.428467,39.902511,西城,"116.428467,39.902511"
116.420099,39.901616,西城,"116.420099,39.901616"
116.412489,39.906815,西城,"116.412489,39.906815"
116.433321,39.906309,西城,"116.433321,39.906309"
116.423295,39.902249,西城,"116.423295,39.902249"
116.420099,39.901616,西城,"116.420099,39.901616"
116.403926,39.901229,西城,"116.403926,39.901229"
116.403926,39.901229,西城,"116.403926,39.901229"
116.403926,39.901229,西城,"116.403926,39.901229"
116.403926,39.901229,西城,"116.403926,39.901229"
116.412489,39.906815,西城,"116.412489,39.906815"
116.421081,39.904828,西城,"116.421081,39.904828"
116.429768,39.898926,西城,"116.429768,39.898926"
116.432142,39.902354,西城,"116.432142,39.902354"
116.431111,39.892729,西城,"116.431111,39.892729"
116.432142,39.902354,西城,"116.432142,39.902354"
116.412489,39.906815,西城,"116.412489,39.906815"
116.420099,39.901616,西城,"116.420099,39.901616"
116.429352,39.904538,西城,"116.429352,39.904538"
116.423741,39.90101,西城,"116.423741,39.90101"
116.411331,39.92122,东城,"116.411331,39.92122"
116.414502,39.916177,东城,"116.414502,39.916177"
116.410866,39.919263,东城,"116.410866,39.919263"
116.441801,39.949304,朝阳,"116.441801,39.949304"
116.448231,39.947027,朝阳,"116.448231,39.947027"
116.425446,39.954872,朝阳,"116.425446,39.954872"
116.444857,39.954789,朝阳,"116.444857,39.954789"
116.448231,39.947027,朝阳,"116.448231,39.947027"
116.444857,39.954789,朝阳,"116.444857,39.954789"
116.434007,39.946351,朝阳,"116.434007,39.946351"
116.446448,39.948327,朝阳,"116.446448,39.948327"
116.448231,39.947027,朝阳,"116.448231,39.947027"
116.441716,39.946158,朝阳,"116.441716,39.946158"
116.427102,39.947954,朝阳,"116.427102,39.947954"
116.441581,39.953001,朝阳,"116.441581,39.953001"
116.444483,39.956622,朝阳,"116.444483,39.956622"
116.444857,39.954789,朝阳,"116.444857,39.954789"
116.450277,39.950513,朝阳,"116.450277,39.950513"
116.444345,39.945375,朝阳,"116.444345,39.945375"
116.432388,39.95399,朝阳,"116.432388,39.95399"
116.450277,39.950513,朝阳,"116.450277,39.950513"
116.437852,39.941438,朝阳,"116.437852,39.941438"
116.441446,39.943621,朝阳,"116.441446,39.943621"
116.446448,39.948327,朝阳,"116.446448,39.948327"
116.450277,39.950513,朝阳,"116.450277,39.950513"
116.441446,39.943621,朝阳,"116.441446,39.943621"
116.450277,39.950513,朝阳,"116.450277,39.950513"
116.432763,39.953152,朝阳,"116.432763,39.953152"
116.452957,39.95468,朝阳,"116.452957,39.95468"
116.438737,39.941809,朝阳,"116.438737,39.941809"
116.441482,39.951341,朝阳,"116.441482,39.951341"
116.426265,39.949747,朝阳,"116.426265,39.949747"
116.441716,39.946158,朝阳,"116.441716,39.946158"
116.435055,39.941656,朝阳,"116.435055,39.941656"
116.444483,39.956622,朝阳,"116.444483,39.956622"
116.441482,39.951341,朝阳,"116.441482,39.951341"
116.452957,39.95468,朝阳,"116.452957,39.95468"
116.441716,39.946158,朝阳,"116.441716,39.946158"
116.448231,39.947027,朝阳,"116.448231,39.947027"
116.444483,39.956622,朝阳,"116.444483,39.956622"
116.432937,39.951953,朝阳,"116.432937,39.951953"
116.448231,39.947027,朝阳,"116.448231,39.947027"
116.450277,39.950513,朝阳,"116.450277,39.950513"
116.448231,39.947027,朝阳,"116.448231,39.947027"
116.444483,39.956622,朝阳,"116.444483,39.956622"
116.448231,39.947027,朝阳,"116.448231,39.947027"
116.443651,39.943051,朝阳,"116.443651,39.943051"
116.434147,39.953592,朝阳,"116.434147,39.953592"
116.444857,39.954789,朝阳,"116.444857,39.954789"
116.444483,39.956622,朝阳,"116.444483,39.956622"
116.435413,39.946591,朝阳,"116.435413,39.946591"
116.441716,39.946158,朝阳,"116.441716,39.946158"
116.444857,39.954789,朝阳,"116.444857,39.954789"
116.454732,39.952827,朝阳,"116.454732,39.952827"
116.450277,39.950513,朝阳,"116.450277,39.950513"
116.424513,39.954148,朝阳,"116.424513,39.954148"
116.444483,39.956622,朝阳,"116.444483,39.956622"
116.450277,39.950513,朝阳,"116.450277,39.950513"
116.443651,39.943051,朝阳,"116.443651,39.943051"
116.444483,39.956622,朝阳,"116.444483,39.956622"
116.443126,39.950961,朝阳,"116.443126,39.950961"
116.431068,39.950267,朝阳,"116.431068,39.950267"
116.444483,39.956622,朝阳,"116.444483,39.956622"
116.448231,39.947027,朝阳,"116.448231,39.947027"
116.444483,39.956622,朝阳,"116.444483,39.956622"
116.441564,39.950319,朝阳,"116.441564,39.950319"
116.444483,39.956622,朝阳,"116.444483,39.956622"
116.444483,39.956622,朝阳,"116.444483,39.956622"
116.444857,39.954789,朝阳,"116.444857,39.954789"
116.436716,39.941556,朝阳,"116.436716,39.941556"
116.444857,39.954789,朝阳,"116.444857,39.954789"
116.444345,39.945375,朝阳,"116.444345,39.945375"
116.432862,39.948968,朝阳,"116.432862,39.948968"
116.435413,39.946591,朝阳,"116.435413,39.946591"
116.444345,39.945375,朝阳,"116.444345,39.945375"
116.427215,39.951271,朝阳,"116.427215,39.951271"
116.444118,39.946238,朝阳,"116.444118,39.946238"
116.435512,39.949001,朝阳,"116.435512,39.949001"
116.429919,39.950424,朝阳,"116.429919,39.950424"
116.427218,39.951418,朝阳,"116.427218,39.951418"
116.432624,39.955121,朝阳,"116.432624,39.955121"
116.444483,39.956622,朝阳,"116.444483,39.956622"
116.444857,39.954789,朝阳,"116.444857,39.954789"
116.443651,39.943051,朝阳,"116.443651,39.943051"
116.444483,39.956622,朝阳,"116.444483,39.956622"
116.434147,39.953592,朝阳,"116.434147,39.953592"
116.45165,39.94823,朝阳,"116.45165,39.94823"
116.425446,39.954872,朝阳,"116.425446,39.954872"
116.444857,39.954789,朝阳,"116.444857,39.954789"
116.450277,39.950513,朝阳,"116.450277,39.950513"
116.448231,39.947027,朝阳,"116.448231,39.947027"
116.432624,39.955121,朝阳,"116.432624,39.955121"
116.444483,39.956622,朝阳,"116.444483,39.956622"
116.443651,39.943051,朝阳,"116.443651,39.943051"
116.444857,39.954789,朝阳,"116.444857,39.954789"
116.427515,39.954754,朝阳,"116.427515,39.954754"
116.432388,39.95399,朝阳,"116.432388,39.95399"
116.435413,39.946591,朝阳,"116.435413,39.946591"
116.444857,39.954789,朝阳,"116.444857,39.954789"
116.435055,39.941656,朝阳,"116.435055,39.941656"
116.444857,39.954789,朝阳,"116.444857,39.954789"
116.432624,39.955121,朝阳,"116.432624,39.955121"
116.441716,39.946158,朝阳,"116.441716,39.946158"
116.444857,39.954789,朝阳,"116.444857,39.954789"
116.452957,39.95468,朝阳,"116.452957,39.95468"
116.444518,39.939961,朝阳,"116.444518,39.939961"
116.444857,39.954789,朝阳,"116.444857,39.954789"
116.452836,39.950077,朝阳,"116.452836,39.950077"
116.452957,39.95468,朝阳,"116.452957,39.95468"
116.435055,39.941656,朝阳,"116.435055,39.941656"
116.441446,39.943621,朝阳,"116.441446,39.943621"
116.441446,39.943621,朝阳,"116.441446,39.943621"
116.452836,39.950077,朝阳,"116.452836,39.950077"
116.405828,39.944012,西城,"116.405828,39.944012"
116.413443,39.947734,西城,"116.413443,39.947734"
116.388625,39.943618,西城,"116.388625,39.943618"
116.394684,39.945267,西城,"116.394684,39.945267"
116.413443,39.947734,西城,"116.413443,39.947734"
116.410665,39.947165,西城,"116.410665,39.947165"
116.410706,39.947849,西城,"116.410706,39.947849"
116.414582,39.941691,西城,"116.414582,39.941691"
116.41148,39.94551,西城,"116.41148,39.94551"
116.414075,39.943303,西城,"116.414075,39.943303"
116.411069,39.949578,西城,"116.411069,39.949578"
116.394586,39.940336,西城,"116.394586,39.940336"
116.439746,39.905443,东城,"116.439746,39.905443"
116.441193,39.900437,东城,"116.441193,39.900437"
116.446847,39.904164,东城,"116.446847,39.904164"
116.435879,39.901966,东城,"116.435879,39.901966"
116.443438,39.905088,东城,"116.443438,39.905088"
116.443355,39.90268,东城,"116.443355,39.90268"
116.445552,39.903067,东城,"116.445552,39.903067"
116.437896,39.901842,东城,"116.437896,39.901842"
116.438785,39.900278,东城,"116.438785,39.900278"
116.443702,39.900208,东城,"116.443702,39.900208"
116.441193,39.900437,东城,"116.441193,39.900437"
116.440069,39.902423,东城,"116.440069,39.902423"
116.439746,39.905443,东城,"116.439746,39.905443"
116.439746,39.905443,东城,"116.439746,39.905443"
116.439746,39.905443,东城,"116.439746,39.905443"
116.435693,39.902993,东城,"116.435693,39.902993"
116.443979,39.903297,东城,"116.443979,39.903297"
116.445562,39.904849,东城,"116.445562,39.904849"
116.438785,39.900278,东城,"116.438785,39.900278"
116.435879,39.901966,东城,"116.435879,39.901966"
116.441193,39.900437,东城,"116.441193,39.900437"
116.435879,39.901966,东城,"116.435879,39.901966"
116.438785,39.900278,东城,"116.438785,39.900278"
116.435879,39.901966,东城,"116.435879,39.901966"
116.443355,39.90268,东城,"116.443355,39.90268"
116.443979,39.903297,东城,"116.443979,39.903297"
116.443702,39.900208,东城,"116.443702,39.900208"
116.438785,39.900278,东城,"116.438785,39.900278"
116.438785,39.900278,东城,"116.438785,39.900278"
116.435236,39.90518,东城,"116.435236,39.90518"
116.438785,39.900278,东城,"116.438785,39.900278"
116.443702,39.900208,东城,"116.443702,39.900208"
116.441193,39.900437,东城,"116.441193,39.900437"
116.435879,39.901966,东城,"116.435879,39.901966"
116.445751,39.903761,东城,"116.445751,39.903761"
116.438785,39.900278,东城,"116.438785,39.900278"
116.438785,39.900278,东城,"116.438785,39.900278"
116.437896,39.901842,东城,"116.437896,39.901842"
116.445751,39.903761,东城,"116.445751,39.903761"
116.438785,39.900278,东城,"116.438785,39.900278"
116.443702,39.900208,东城,"116.443702,39.900208"
116.437896,39.901842,东城,"116.437896,39.901842"
